scorer,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000
bodyparts,wrist,wrist,wrist,palm,palm,palm,thumb1,thumb1,thumb1,thumb2,thumb2,thumb2,thumb3,thumb3,thumb3,index1,index1,index1,index2,index2,index2,index3,index3,index3,middle1,middle1,middle1,middle2,middle2,middle2,middle3,middle3,middle3,ring1,ring1,ring1,ring2,ring2,ring2,ring3,ring3,ring3,little1,little1,little1,little2,little2,little2,little3,little3,little3
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
18,364.7740832567215,598.7684366703033,1.0,317.6009155511856,587.4037644863129,1.0,292.9864758849144,520.7054390907288,1.0,267.7427258491516,513.1034483909607,1.0,205.9280548095703,518.9827253818512,1.0,266.35308706760406,537.4167337417603,0.00641632080078125,205.29839706420898,541.6371257305145,1.0,253.09654128551483,548.3560743331909,1.0,275.7210683822632,569.5110776424408,0.0004420280456542969,211.81863243877888,581.1815214157104,1.0,263.8511245250702,580.0646800100803,1.0,299.62099424004555,601.6926636695862,9.864568710327148e-05,237.85849523544312,614.1236960887909,1.0,281.9292645454407,600.8207511901855,1.0,307.7196148633957,611.5786378383636,0.005418449640274048,259.98459815979004,646.7011845111847,1.0,293.75334215164185,626.4951190948486,1.0
19,360.62741136550903,606.7705895900726,1.0,316.5150992870331,602.4000653028488,1.0,290.49920749664307,537.3985075950623,1.0,262.26997232437134,533.870845079422,1.0,199.78099870681763,543.7128088474274,1.0,202.89712238311768,562.2138624191284,6.86943531036377e-05,202.74638438224792,562.017388343811,1.0,252.5066843032837,569.8127107620239,1.0,275.4500207901001,598.3396825790405,0.00044295191764831543,211.44421726465225,595.6588211655617,1.0,262.7894034385681,599.3067035675049,1.0,299.62099424004555,619.6012657880783,7.87973403930664e-05,239.9092149734497,632.8005809783936,1.0,281.9292645454407,618.6133131980896,0.9999998807907104,307.7196148633957,629.768091917038,6.058812141418457e-05,259.98459815979004,663.2049691677094,1.0,293.75334215164185,643.6386014223099,1.0
20,359.32306575775146,613.1608641147614,1.0,316.4620974957943,610.5405589342117,1.0,290.28210401535034,548.5733627080917,1.0,260.15562139451504,546.7607898712158,1.0,193.7606086730957,559.4510164260864,1.0,201.4024600982666,581.9672574996948,0.0009392201900482178,200.35369300842285,577.7080359458923,1.0,251.43673753738403,583.7761714458466,1.0,273.71733045578003,601.8765063285828,9.241700172424316e-05,211.04510581493378,608.3015394210815,1.0,262.5337450504303,611.8383363485336,1.0,299.62099424004555,631.5609908103943,4.404783248901367e-05,239.9092149734497,646.8457930088043,1.0,281.51579880714417,629.4462883472443,1.0,307.36990106105804,652.1024010553956,3.6150217056274414e-05,259.98459815979004,672.3492727279663,1.0,293.40320432186127,654.2307078838348,1.0
21,359.32306575775146,613.1608641147614,1.0,314.6598162651062,610.5405589342117,1.0,290.2635111808777,548.5733627080917,1.0,260.15562139451504,546.7607898712158,1.0,193.74745082855225,559.4510164260864,1.0,201.4024600982666,581.9672574996948,0.0048164427280426025,200.35369300842285,577.7080359458923,1.0,251.43673753738403,583.7761714458466,1.0,273.71733045578003,601.8765063285828,0.004145443439483643,210.81115245819092,608.3015394210815,1.0,262.22502160072327,611.8383363485336,1.0,296.3361201286316,631.5609908103943,0.0020468533039093018,239.9092149734497,646.8457930088043,1.0,281.51579880714417,629.4462883472443,1.0,307.2525479197502,652.1024010553956,0.40264564752578735,259.2280168533325,672.3492727279663,1.0,292.06037801131606,654.2307078838348,1.0
22,359.32306575775146,613.1608641147614,1.0,313.4954743385315,610.5405589342117,1.0,290.28210401535034,548.5733627080917,1.0,260.15562139451504,546.7607898712158,1.0,193.74745082855225,559.4510164260864,1.0,201.33025360107422,581.9672574996948,0.0009537041187286377,200.35369300842285,577.7080359458923,1.0,251.43673753738403,583.7761714458466,1.0,273.71733045578003,601.8765063285828,0.001059800386428833,210.30056142807007,608.3015394210815,1.0,262.1014778614044,611.8383363485336,1.0,295.5601143836975,631.5609908103943,0.0011108219623565674,239.42897272109985,646.8457930088043,1.0,279.76854038238525,629.4462883472443,1.0,307.2525479197502,650.6544082164764,0.6214293241500854,257.66857290267944,672.3492727279663,1.0,289.95869302749634,654.2307078838348,1.0
23,360.28428506851196,610.8323664665222,1.0,312.075168132782,606.0798428058624,1.0,290.49920749664307,543.958577632904,1.0,261.6189717054367,540.8149061203003,1.0,193.74745082855225,554.5767612457275,1.0,201.33025360107422,569.9257431030273,0.0005294382572174072,201.586492061615,574.254316329956,1.0,252.7325415611267,579.8856930732727,1.0,274.58548879623413,599.7388854026794,0.001110762357711792,210.2328507900238,607.2516343593597,1.0,261.4996118545532,608.4501929283142,1.0,295.1039605140686,627.7949476242065,0.00033348798751831055,236.06336499750614,642.7999529838562,1.0,277.4890373945236,627.4863580465317,1.0,305.9074227809906,650.6544082164764,0.6016016006469727,256.06795024871826,669.6694470643997,1.0,288.20546317100525,650.8000044822693,1.0
24,361.4432210922241,607.86687707901,1.0,311.58186864852905,600.728364944458,1.0,290.619677066803,538.5325789451599,1.0,264.1870365142822,532.0776748657227,1.0,194.1032862663269,546.369179725647,1.0,259.9018337354064,561.9866333007812,0.00014662742614746094,201.7373752593994,567.6751616001129,1.0,253.06185233592987,572.2564039230347,1.0,274.6477813720703,596.2450960427523,0.00039520859718322754,210.30056142807007,602.7937922477722,1.0,261.4061368703842,601.888852596283,1.0,290.33035588264465,619.3447332382202,0.0003973245620727539,235.16993236541748,635.4158091545105,1.0,275.6790820360184,621.8448742628098,1.0,303.3737201690674,644.9097154736519,0.9998931288719177,253.82395112514496,662.8348383903503,1.0,286.61883878707886,643.7896302938461,1.0
25,362.23420763015747,606.4200842380524,1.0,311.58186864852905,594.7448105812073,1.0,292.8483934402466,533.2382323741913,1.0,265.90837144851685,525.7895534038544,1.0,194.5514988899231,539.6824350357056,1.0,261.81695544719696,548.8952198028564,0.0012871325016021729,202.42604112625122,560.5541906356812,1.0,254.24703121185303,567.1987504959106,1.0,275.1590003967285,585.7148189544678,0.004608750343322754,210.81115245819092,598.4749178886414,1.0,261.4061368703842,596.0004568099976,1.0,290.33035588264465,614.5267066955566,0.005258411169052124,235.16993236541748,628.378560423851,1.0,275.6790820360184,616.6892967224121,1.0,303.3737201690674,639.7470231056213,0.9999999403953552,253.82395112514496,657.0195469856262,1.0,286.61883878707886,637.6045113801956,1.0
26,364.2880148887634,602.1321992874146,1.0,311.58186864852905,590.2861099243164,1.0,295.02682185173035,527.7844476699829,1.0,267.2750506401062,520.2944846153259,1.0,196.10022864490747,535.720121383667,1.0,263.60729217529297,543.6470353603363,0.0014514625072479248,203.71735274791718,556.4898662567139,1.0,256.18397760391235,561.5982251167297,1.0,276.4250211715698,582.5077128410339,0.004940450191497803,210.9891233444214,594.4921188354492,1.0,261.4061368703842,591.1400969028473,1.0,290.33035588264465,609.2770142555237,0.0039397478103637695,235.16993236541748,623.4342360496521,1.0,275.6790820360184,612.0362523533404,1.0,303.3737201690674,634.381628036499,0.9999997615814209,253.82395112514496,652.2846775054932,1.0,286.61883878707886,632.1333026885986,1.0
27,367.27540254592896,594.9847512245178,1.0,314.32475328445435,583.1006360054016,1.0,296.84633111953735,520.0283131599426,1.0,269.98843944072723,511.41404938697815,1.0,199.88640928268433,523.8109178543091,1.0,268.5227355360985,537.6771273612976,0.003007948398590088,207.66370677947998,547.744776725769,1.0,257.36024951934814,552.1112241744995,1.0,276.5842342376709,570.5677398443222,0.0032475292682647705,212.68103790283203,584.1154909133911,1.0,263.89271688461304,581.7471194267273,1.0,292.2029528915882,600.9662709236145,0.002421051263809204,236.91599464416504,613.828863620758,1.0,277.1419628858566,602.9872016906738,1.0,305.9921643733978,627.6693587899208,0.9999804496765137,254.90193843841553,643.8823638930917,1.0,288.88259506225586,625.525634765625,1.0
28,373.97850227355957,582.6459474563599,1.0,319.2182822227478,567.6977059841156,1.0,302.69212007522583,505.01279401779175,1.0,275.0652451515198,495.24103713035583,1.0,209.74422597885132,501.69169521331787,1.0,274.5239862203598,520.2677321434021,0.02180597186088562,211.59025126695633,525.0967302322388,1.0,260.4381931722164,529.9775042533875,1.0,279.8251404762268,553.9505443572998,0.00052604079246521,214.76507949829102,563.6781558990479,1.0,266.49756383895874,562.3973007202148,1.0,294.15874314308167,583.8218216896057,0.00218924880027771,238.985764503479,595.912118434906,1.0,280.0422625541687,585.0894613265991,1.0,308.47448310256004,611.122153699398,0.9624159336090088,256.0703089237213,627.4261393547058,1.0,290.6850960254669,609.3437719345093,1.0
29,382.99560499191284,564.2651474475861,1.0,326.37633442878723,544.3003416061401,1.0,312.6589369773865,477.20351362228394,1.0,285.82473373413086,465.408522605896,1.0,229.46227931976318,465.2216463088989,1.0,289.66545581817627,491.76189167797565,0.0012537837028503418,217.75761079788208,484.78048092126846,1.0,268.9475003480911,498.3677053451538,1.0,287.7024700641632,529.0122048854828,0.000562816858291626,219.6373805999756,532.9531610608101,1.0,271.6718211174011,531.968966960907,1.0,296.95047903060913,556.5534093976021,0.0014790892601013184,241.07486009597778,567.6876826286316,1.0,283.2001585960388,557.8768018484116,1.0,309.8403602838516,587.3258046507835,0.005067795515060425,256.8934416770935,599.8785843849182,1.0,293.05490732192993,582.9115884304047,1.0
30,400.79209327697754,536.1938753128052,1.0,334.8079068660736,511.4957356452942,1.0,328.8152561187744,439.5146760940552,1.0,297.54606199264526,423.7885699272156,1.0,244.46317169070244,421.36999797821045,1.0,303.2930417060852,458.5688588619232,0.0007684230804443359,231.30822134017944,444.9364547729492,1.0,284.2117817103863,459.37427616119385,1.0,301.4589476585388,490.2802183628082,0.030435293912887573,227.759866848588,490.4885411262512,1.0,283.2617025375366,493.6658236980438,1.0,305.0637104511261,519.1688179969788,0.008705079555511475,243.8018569946289,525.2754595279694,1.0,289.7834312915802,521.7095351219177,1.0,309.94048523902893,555.6382423043251,0.07001450657844543,257.9998245239258,561.9835920333862,1.0,297.74473667144775,546.8516483306885,1.0
31,419.0526060461998,510.98465871810913,1.0,347.5010065436363,476.47873547673225,1.0,352.0586290359497,399.2348597049713,1.0,322.03844714164734,381.43361473083496,1.0,266.5876362323761,373.4912757873535,1.0,321.7125744819641,418.54448759555817,0.00046503543853759766,249.47831201553345,394.2835168838501,1.0,304.27006435394287,417.1425576210022,1.0,317.06134128570557,443.6091337502003,0.07720273733139038,241.06118392944336,436.1122046262026,1.0,299.34671223163605,449.98873138427734,1.0,315.887091383338,482.4659616947174,0.02182254195213318,247.76967859268188,479.00331711769104,1.0,300.4174504876137,482.96098470687866,1.0,312.90871143341064,517.5611234903336,0.04527866840362549,260.0746955871582,518.8904676437378,1.0,305.47296476364136,506.5488758087158,1.0
32,439.1724956035614,489.3854594230652,1.0,363.4994130730629,441.4561309814453,1.0,381.8577094078064,359.48278617858887,1.0,345.2783422470093,336.79670333862305,1.0,291.5405608713627,324.0869836807251,1.0,352.071964263916,378.01033639907837,0.003451049327850342,272.8887577056885,341.5280511379242,1.0,330.9188561439514,375.4899718761444,1.0,337.41662311553955,408.2245898246765,0.0348515510559082,255.07499718666077,377.7194719314575,1.0,323.4824810028076,408.68173599243164,1.0,329.2696285247803,439.82528829574585,0.003624647855758667,256.98861503601074,432.5458650588989,1.0,319.99533009529114,440.4709777832031,1.0,313.69210720062256,483.3529127240181,0.15578347444534302,267.5365576148033,476.91930389404297,1.0,316.660225212574,465.7637629508972,1.0
33,456.68848609924316,470.6597111225128,1.0,380.6860975623131,410.8560600280762,0.9999998807907104,412.4649031460285,328.20490407943726,1.0,378.3488473892212,303.08796310424805,1.0,315.39959251880646,283.54080867767334,1.0,352.071964263916,345.8546483516693,0.0021920502185821533,296.99917554855347,297.5770034790039,1.0,359.1869566440582,341.3073490858078,1.0,359.00617361068726,369.0600357055664,0.003653287887573242,273.0749807357788,336.2486524581909,1.0,346.74421072006226,373.38414907455444,1.0,344.87463760375977,406.610333442688,0.0007550418376922607,266.4238157272339,392.58572483062744,1.0,338.9883875846863,405.57338857650757,1.0,322.445787191391,452.45548018813133,0.9999732971191406,273.0285120010376,439.58664059638977,1.0,330.59097814559937,432.6355547904968,1.0
34,470.508056640625,455.3659052848816,1.0,392.18707847595215,384.60880947113037,0.9999999403953552,435.94944063201547,303.496173620224,1.0,404.90876942873,274.65672636032104,1.0,339.9956423956901,247.96097373962402,1.0,375.333744764328,317.89231622219086,0.00040531158447265625,318.1022946834564,263.08614778518677,1.0,382.8457717895508,315.59522104263306,1.0,379.7819375395775,356.5511984825134,0.0002549588680267334,287.3384368419647,307.66771030426025,1.0,369.8573920726776,348.63574504852295,1.0,367.6699814796448,387.5860449075699,0.001010119915008545,277.86773777008057,358.9629635810852,1.0,360.12811851501465,380.2375774383545,1.0,332.64235097169876,427.4752261042595,0.9999861717224121,280.4850540161133,409.5195336341858,1.0,345.5839819908142,408.0790572166443,1.0
35,480.90098905563354,443.9521481283009,1.0,402.8195244073868,367.3635244369507,0.9999996423721313,457.9623169898987,282.9538915157318,1.0,430.65318274497986,249.80670356750488,1.0,364.9850778579712,219.1366090774536,1.0,395.615492105484,243.39259481430054,0.0014407932758331299,336.96495628356934,236.2902956008911,1.0,404.79528576135635,297.7574977874756,1.0,410.0622009038925,343.7973828315735,0.0001392066478729248,299.542748183012,281.74709272384644,1.0,388.23697079718113,332.17581367492676,1.0,385.25612115859985,364.54430997371674,0.0005576610565185547,285.8805366754532,336.1126232147217,1.0,377.4490075111389,360.4300456047058,1.0,340.7834070324898,406.83315658569336,0.9932537078857422,284.4283437728882,386.6800880432129,1.0,357.1204605102539,388.39411249756813,1.0
36,491.70047038793564,433.31583189964294,1.0,411.80035577714443,355.67992800474167,1.0,478.6256990432739,267.77744007110596,1.0,455.7850217819214,229.8349208831787,1.0,393.50704431533813,185.39722537994385,1.0,395.615492105484,237.2686663866043,0.0005705952644348145,354.069703578949,213.85825145244598,1.0,425.82049560546875,289.02132654190063,1.0,411.54990738630295,329.46983909606934,0.0004596710205078125,313.28273916244507,261.8639349937439,1.0,406.2789034843445,320.231173992157,1.0,398.443722486496,356.9133288860321,0.003614664077758789,296.98263931274414,311.4678862094879,1.0,393.6109972000122,348.63053035736084,1.0,341.9453601837158,388.827187538147,0.6894350051879883,292.48068353533745,367.0260396003723,1.0,369.0205874443054,374.0932447910309,1.0
37,493.57366335392,425.78691005706787,1.0,415.4726185798645,345.52029037475586,1.0,478.6256990432739,260.62048584222794,1.0,455.7850217819214,222.23951697349548,1.0,393.50704431533813,185.39722537994385,1.0,365.8368227481842,212.24675074219704,0.0012885332107543945,354.069703578949,211.03657293319702,1.0,431.1061282157898,279.2676351070404,1.0,427.41295301914215,317.5015219449997,0.001431971788406372,313.28273916244507,257.5617437362671,1.0,416.17023038864136,311.2940421104431,1.0,403.18438386917114,346.8215560913086,0.0005027651786804199,296.98263931274414,304.2108578681946,1.0,401.86057138442993,344.2820014953613,1.0,341.9453601837158,386.8936414718628,0.009120672941207886,292.48068353533745,359.4290089607239,1.0,371.6620746254921,369.41975498199463,1.0
38,493.57366335392,425.78691005706787,1.0,415.4726185798645,345.52029037475586,1.0,478.6256990432739,260.62048584222794,1.0,455.7850217819214,222.23951697349548,1.0,393.50704431533813,185.39722537994385,1.0,365.8368227481842,212.24675074219704,0.013892143964767456,354.069703578949,211.03657293319702,1.0,431.1061282157898,279.2676351070404,1.0,427.41295301914215,317.5015219449997,0.00494047999382019,313.28273916244507,257.5617437362671,1.0,416.17023038864136,311.2940421104431,1.0,403.18438386917114,346.8215560913086,0.0008037984371185303,296.98263931274414,304.2108578681946,1.0,401.86057138442993,344.2820014953613,1.0,341.9453601837158,386.8936414718628,0.008468329906463623,292.48068353533745,359.4290089607239,1.0,371.6620746254921,369.41975498199463,1.0
39,493.57366335392,425.78691005706787,1.0,415.4726185798645,345.52029037475586,1.0,476.3281240463257,260.62048584222794,1.0,448.33576679229736,222.23951697349548,1.0,375.8641631603241,186.1736512184143,1.0,353.15768480300903,212.24675074219704,0.004291653633117676,348.98801124095917,211.03657293319702,1.0,431.1061282157898,279.2676351070404,1.0,427.41295301914215,316.6659963130951,0.00010055303573608398,313.1083974838257,257.5617437362671,1.0,416.17023038864136,311.2940421104431,1.0,403.18438386917114,346.8215560913086,5.507469177246094e-05,294.006986618042,304.2108578681946,1.0,401.86057138442993,344.2820014953613,1.0,341.9453601837158,386.8936414718628,0.0006222724914550781,286.75731682777405,359.4290089607239,1.0,371.6620746254921,369.41975498199463,1.0
40,482.2342699766159,433.3190813064575,1.0,402.20989179611206,354.31069803237915,1.0,459.8935544118285,267.39726734161377,1.0,430.7937526702881,233.4160351753235,1.0,359.2402067184448,200.39300966262817,1.0,353.15768480300903,221.82561826705933,0.00014358758926391602,332.5562267303467,224.0941300392151,1.0,418.4667081832886,287.75042724609375,1.0,411.3473415374756,316.6659963130951,3.135204315185547e-05,299.4212471842766,270.3541479110718,1.0,403.1397361755371,320.85400199890137,1.0,390.76726055145264,356.40559408068657,8.550286293029785e-05,280.9834842681885,317.6545581817627,1.0,389.60418236255646,354.4396948814392,1.0,341.9453601837158,386.8936414718628,5.1587820053100586e-05,275.54862758517265,370.1945991516113,1.0,359.9097430706024,380.0310986395925,1.0
41,465.8948576450348,445.24307656288147,1.0,386.4611415863037,371.0523884296417,1.0,435.934079810977,279.9334080219269,1.0,409.3316411972046,253.08616542816162,1.0,334.4269893169403,220.38094520568848,1.0,353.15768480300903,232.98016738891602,5.823373794555664e-05,310.68507742881775,245.22790145874023,1.0,396.34550604224205,302.9376697540283,1.0,365.08976435661316,316.6659963130951,2.0325183868408203e-05,280.6329011917114,292.7150459289551,1.0,383.8579263687134,337.37305641174316,1.0,374.7649178504944,373.21516489982605,2.8818845748901367e-05,264.4732918739319,338.57545042037964,1.0,373.67351484298706,371.6574730873108,1.0,336.0918083190918,413.17076587677,0.0003739297389984131,260.4834098815918,392.2281756401062,1.0,343.2382674217224,398.05106568336487,1.0
42,446.1604127883911,461.12886226177216,1.0,361.72653245925903,391.1605279445648,1.0,406.55886816978455,299.3008780479431,1.0,376.05577421188354,276.61944103240967,1.0,302.3905096054077,252.03086280822754,1.0,342.0363926887512,289.0239882469177,0.00017061829566955566,278.620343208313,279.846316576004,1.0,368.64090514183044,325.8320083618164,1.0,292.4076337814331,327.57555055618286,5.650520324707031e-05,255.1050250530243,325.679404258728,1.0,357.80941700935364,361.27809953689575,1.0,354.83907556533813,398.35111927986145,9.450316429138184e-05,243.1864857673645,370.99889850616455,1.0,350.6375141143799,394.92768812179565,1.0,336.0918083190918,421.41343116760254,8.991360664367676e-05,242.34146356582642,422.27572536468506,1.0,322.7192897796631,423.2207944393158,1.0
43,422.7675018310547,480.76947689056396,1.0,334.8883545398712,421.4067304134369,1.0,370.8543453216553,328.2010259628296,1.0,335.57015109062195,309.3856669664383,1.0,263.979012966156,292.52757930755615,1.0,329.2487416267395,370.5268545150757,4.6581029891967773e-05,241.6949520111084,325.14232444763184,1.0,335.81108260154724,357.37504982948303,1.0,285.2308727502823,328.92158222198486,3.680586814880371e-05,228.3065648972988,365.9428520202637,1.0,327.3142912387848,393.2424216270447,1.0,334.76364850997925,426.49741196632385,3.4689903259277344e-05,218.92553281784058,408.95004987716675,1.0,323.9192673563957,426.10014820098877,1.0,320.21222496032715,413.17076587677,0.00012224912643432617,223.17415142059326,458.05787801742554,1.0,298.11111307144165,455.2282450199127,1.0
44,396.1596984863281,505.28860569000244,1.0,309.2263243198395,457.446382522583,1.0,334.18908071517944,366.26366329193115,1.0,296.9719805717468,348.93794041872025,1.0,233.69601249694824,337.72764825820923,1.0,326.0417551994324,414.21920585632324,8.180737495422363e-05,212.94886136054993,366.02259159088135,1.0,302.39510846138,395.33373403549194,1.0,259.28483241796494,370.66493701934814,4.234910011291504e-05,199.7485408782959,411.63765382766724,1.0,296.8407230377197,430.05119466781616,1.0,305.32060527801514,464.0642194747925,0.00013342499732971191,196.846932888031,454.29443550109863,1.0,298.4326467514038,462.623548746109,1.0,320.21222496032715,421.41343116760254,7.024407386779785e-05,201.76939964294434,502.14337038993835,1.0,275.68055963516235,494.32080483436584,1.0
45,368.7740650177002,534.3137922286987,1.0,285.1895053386688,498.6404755115509,1.0,298.6798644065857,408.2495412826538,1.0,260.0973196029663,390.4711203575134,1.0,203.16535758972168,390.09689712524414,1.0,293.08937072753906,474.10107481479645,0.00012001395225524902,182.23312211036682,417.4131784439087,1.0,270.3544704914093,436.61669158935547,1.0,247.14448165893555,442.49583089351654,2.9355287551879883e-05,172.79179447889328,461.74456787109375,1.0,268.39710903167725,468.43839478492737,1.0,284.0131247472018,503.76558542251587,0.00028267502784729004,173.08622109889984,505.24817848205566,1.0,275.1227059364319,502.65875148773193,1.0,303.44755840301514,469.1440305709839,0.00015974044799804688,183.45318222045898,550.3027963638306,1.0,256.71824884414673,533.794543504715,1.0
46,344.7327575683594,563.431563436985,1.0,265.378867149353,540.3283050060272,1.0,264.3856420516968,455.7164099216461,1.0,230.52715492248535,441.1396174430847,1.0,177.51178312301636,445.5645341873169,1.0,252.9384447336197,474.10107481479645,0.0006138384342193604,154.82277870178223,473.13718128204346,1.0,239.17439365386963,481.54881477355957,1.0,243.84910774230957,473.31638503074646,9.545683860778809e-05,152.82471084594727,515.4293217658997,1.0,247.03612065315247,510.4347472190857,1.0,260.62151527404785,544.4250330924988,7.572770118713379e-05,159.86604857444763,561.4058222770691,1.0,256.7305841445923,539.694097995758,1.0,247.08894968032837,586.1402969360352,0.0001487135887145996,178.9386167526245,601.6919054985046,1.0,247.8485872745514,571.7008204460144,1.0
47,326.8802487850189,588.3179296553135,1.0,252.4668285548687,574.013060092926,1.0,240.89227437973022,496.2174153327942,1.0,212.83486610651016,485.5048122406006,1.0,139.8843173980713,499.22576808929443,1.0,140.79224395751953,525.145828127861,0.00022670626640319824,137.68607091903687,523.9515490531921,1.0,223.60802817344666,516.3316666483879,1.0,243.84910774230957,541.6028209924698,2.1785497665405273e-05,139.68013352155685,562.6362662315369,1.0,232.67746925354004,542.963693857193,1.0,252.6597329378128,594.4707416296005,0.00032258033752441406,153.50055360794067,603.601499080658,1.0,246.62400674819946,571.4248175621033,1.0,236.54258012771606,626.5596919059753,0.0018372535705566406,175.12075185775757,639.9784002304077,1.0,240.3358612060547,605.806281208992,1.0
48,314.7409772872925,608.7859008312225,1.0,247.47249364852905,588.7105902433395,1.0,227.36356741189957,515.7826976776123,1.0,201.50627946853638,505.88831901550293,1.0,125.86605548858643,520.5985898971558,1.0,131.66356924176216,545.6162383556366,0.01027265191078186,128.4721598625183,544.0966491699219,1.0,216.25808811187744,533.5517781972885,1.0,239.92264938354492,568.5017511844635,0.00021913647651672363,132.4858283996582,583.7625741958618,1.0,226.54602766036987,562.3851089477539,1.0,247.03488540649414,595.8895692825317,8.71121883392334e-05,147.6915683746338,623.7414541244507,1.0,238.83600568771362,591.6495747566223,1.0,232.00025296211243,642.0680551528931,0.001812577247619629,169.1401286125183,657.8566212654114,1.0,233.068612575531,625.640139579773,1.0
49,310.4804992675781,610.1838212013245,1.0,244.46705439686775,588.7105902433395,1.0,227.36356741189957,515.7826976776123,1.0,201.50627946853638,505.88831901550293,0.9999998807907104,125.0593433380127,520.5985898971558,1.0,130.68387937545776,545.6162383556366,0.09226718544960022,126.42501163482666,544.0966491699219,1.0,216.25808811187744,533.5517781972885,0.9999537467956543,239.94374346733093,568.5017511844635,4.4673681259155273e-05,129.12232446670532,583.7625741958618,1.0,224.33756113052368,562.3851089477539,1.0,241.2667350769043,595.8895692825317,0.00011095404624938965,145.79030323028564,623.7414541244507,1.0,236.16632328927517,591.6495747566223,1.0,231.0696668624878,643.6154547035694,0.0008962154388427734,168.12073516845703,657.8566212654114,1.0,229.05469727516174,625.640139579773,1.0
50,310.4804992675781,610.1838212013245,1.0,244.46705439686775,588.7105902433395,1.0,227.36356741189957,515.7826976776123,1.0,201.50627946853638,505.88831901550293,1.0,125.0593433380127,520.5985898971558,1.0,130.68387937545776,545.6162383556366,0.003943711519241333,126.42501163482666,544.0966491699219,1.0,216.25808811187744,533.5517781972885,0.9999953508377075,239.94374346733093,568.5017511844635,9.101629257202148e-05,129.12232446670532,583.7625741958618,1.0,224.33756113052368,562.3851089477539,1.0,240.52967071533203,595.0994390845299,6.145238876342773e-05,145.7642023563385,623.7414541244507,1.0,236.16632328927517,591.6495747566223,1.0,227.34600114822388,643.6154547035694,0.0020528435707092285,166.27216696739197,657.8566212654114,1.0,229.05469727516174,625.640139579773,1.0
