scorer,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000,DeepCut_resnet50_jankenNov30shuffle1_1030000
bodyparts,wrist,wrist,wrist,palm,palm,palm,thumb1,thumb1,thumb1,thumb2,thumb2,thumb2,thumb3,thumb3,thumb3,index1,index1,index1,index2,index2,index2,index3,index3,index3,middle1,middle1,middle1,middle2,middle2,middle2,middle3,middle3,middle3,ring1,ring1,ring1,ring2,ring2,ring2,ring3,ring3,ring3,little1,little1,little1,little2,little2,little2,little3,little3,little3
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
23,425.5064272880554,528.4872004985809,1.0,353.65010595321655,486.209924697876,1.0,365.9828839302063,406.1195385456085,1.0,328.735294342041,378.33769845962524,1.0,272.7809958457947,353.5768003463745,1.0,336.22093200683594,418.7230775356293,0.0004188418388366699,279.2550356388092,384.81522607803345,1.0,318.29161763191223,415.6018364429474,1.0,325.8046877384186,450.1313922405243,0.0033188164234161377,247.81451272964478,432.8312668800354,1.0,312.2087140083313,448.5945796966553,1.0,316.1778144836426,482.7140164375305,0.006900399923324585,256.22074604034424,474.4370551109314,1.0,306.7468972206116,478.88317131996155,1.0,300.580952167511,528.9299387931824,0.002008199691772461,260.85429859161377,516.6496467590332,1.0,301.30334889888763,507.77640104293823,1.0
24,436.03011542744935,526.4529201984406,1.0,365.16453754901886,472.3064613342285,1.0,378.59646224975586,394.86053466796875,1.0,340.23312854766846,368.18807458877563,1.0,284.54841285943985,340.6282777786255,1.0,355.3189385533333,406.04765796661377,0.0009567439556121826,279.2550356388092,373.31275272369385,1.0,337.476469039917,404.41738414764404,1.0,348.69632321596146,438.4798016548157,0.0006687045097351074,258.78767919540405,417.07237482070923,1.0,333.2548414468765,435.28240156173706,1.0,337.3479428291321,470.3269567489624,0.00011661648750305176,256.22074604034424,464.31416606903076,1.0,326.29327630996704,466.70639991760254,1.0,310.1818416118622,516.5975489020348,1.0,264.2650532722473,505.8920521736145,1.0,321.639949798584,495.99918031692505,1.0
25,447.7863509654999,516.378177523613,1.0,377.5570719242096,456.83563137054443,1.0,394.7593674659729,378.70301961898804,1.0,358.1479196548462,352.8650026321411,1.0,301.83514881134033,320.9037561416626,1.0,371.3171851634979,390.56161069869995,0.00032892823219299316,293.6043510437012,354.18208169937134,1.0,353.056391954422,388.78501415252686,1.0,348.69632321596146,438.4798016548157,0.0002868771553039551,271.76033639907837,400.04171657562256,1.0,349.7310529947281,420.7053174972534,1.0,352.57928466796875,454.3548536300659,5.307793617248535e-05,266.5546364784241,445.1414785385132,1.0,342.58053374290466,451.0737886428833,1.0,321.3259286880493,501.23685336112976,1.0,273.2031273841858,488.496253490448,1.0,334.3405804634094,480.2863311767578,1.0
26,462.5434913635254,505.50521993637085,1.0,390.6919882297516,440.42192125320435,1.0,415.847439289093,359.795725107193,1.0,378.72935009002686,331.13653898239136,1.0,326.74563574790955,297.3977928161621,1.0,388.5569871664047,373.76664638519287,0.00016179680824279785,313.45468282699585,328.8911986351013,1.0,371.85071849823,369.3690195083618,1.0,364.84935933351517,422.68760108947754,0.00011143088340759277,286.7186632156372,372.92326641082764,1.0,365.33975315093994,402.9195885658264,1.0,359.86858201026917,436.4127287864685,0.0008831024169921875,279.2694764137268,420.2189540863037,1.0,357.1214542388916,432.5364751815796,1.0,331.14067828655243,482.04618704319,0.9999998807907104,283.0883505344391,466.4085783958435,1.0,344.84102058410645,461.57837307453156,1.0
27,480.9153356552124,492.90975630283356,1.0,406.4651708602905,418.8345021009445,0.9999999403953552,441.4802157878876,338.771276473999,1.0,406.2180256843567,306.5945510864258,1.0,356.29300197958946,269.49615919589996,1.0,410.9590891599655,348.75917452573776,0.000651925802230835,337.69170570373535,301.1947832107544,1.0,394.3520975112915,345.44801807403564,1.0,379.86863052845,405.68310022354126,0.0001538395881652832,309.45264530181885,340.14824199676514,1.0,384.85882091522217,379.45517587661743,1.0,376.6423387527466,413.52950382232666,0.0010675787925720215,295.21190762519836,390.90258026123047,1.0,373.9738675355911,408.24750089645386,1.0,343.05983209609985,458.63010919094086,0.9999998807907104,294.080365896225,438.963360786438,1.0,357.0512775182724,437.318398475647,1.0
28,502.0829293727875,479.4193093776703,1.0,423.6118025779724,398.8176157474518,0.9999998807907104,472.2334017753601,317.16139340400696,1.0,437.8656520843506,281.93886852264404,1.0,386.8122069835663,243.1986846923828,1.0,435.47395944595337,324.9284009337425,0.0007366538047790527,364.18824741244316,269.6658009290695,1.0,420.68951058387756,319.62239503860474,1.0,410.57858753204346,360.49862909317017,0.0016467571258544922,331.5603652000427,309.52721202373505,1.0,406.21872878074646,352.5193190574646,1.0,391.57304859161377,389.3911986351013,0.06461378931999207,315.3241834640503,357.5811241865158,1.0,390.59906005859375,382.4528453350067,1.0,357.3633723258972,433.78514647483826,0.9999998807907104,307.83482789993286,408.69752073287964,1.0,370.9273108243942,411.3286152482033,1.0
29,519.4527404308319,468.8336755037308,1.0,448.32702589035034,377.36925053596497,0.9999999403953552,509.13830161094666,296.8223714828491,1.0,482.23601710796356,256.45451641082764,1.0,432.7252390384674,215.36603498458862,0.9999987483024597,479.9722566604614,267.4251046180725,0.004346221685409546,397.5871151685715,234.09178376197815,0.9999998807907104,449.2431354522705,287.97864818573,1.0,430.1155550479889,330.6989996433258,0.37977874279022217,357.71195244789124,273.3378257751465,1.0,430.7893261909485,320.412880897522,0.9999998807907104,413.6086834669113,358.3439712524414,0.5378628373146057,333.52149772644043,325.0860446691513,1.0,408.15886926651,352.20185446739197,1.0,372.40104123950005,405.09993731975555,0.9999999403953552,323.8700769394636,378.0154366493225,1.0,384.0867705345154,382.06122756004333,1.0
30,533.8618186712265,463.34861946105957,0.9999994039535522,470.38739562034607,363.3845321536064,0.9999998211860657,509.1747180223465,280.4511504173279,0.9990276098251343,482.23601710796356,256.45451641082764,0.9999175071716309,486.57679629325867,172.18520286679268,1.0,517.5719223022461,236.59999811649323,0.033823370933532715,432.2563238143921,197.9775470495224,0.9999938011169434,478.9607319831848,257.037136554718,0.9999974966049194,450.9253066778183,298.5919488668442,0.20595160126686096,383.83988761901855,241.44919729232788,1.0,454.47359323501587,290.29206573963165,1.0,428.4201410114765,329.7044882774353,0.7942494750022888,356.8292651772499,291.0953702926636,1.0,425.93468379974365,321.2993052005768,1.0,389.19799053668976,377.76356863975525,1.0,342.589524269104,345.0667848587036,1.0,400.77420687675476,351.3866548538208,1.0
31,533.8618186712265,456.75216579437256,0.966066837310791,495.1081008911133,342.96459436416626,1.0,541.5304034948349,280.4511504173279,0.07085075974464417,517.4305208921432,256.45451641082764,0.0914335548877716,507.4315478205681,152.41335725784302,0.9658485651016235,517.5719223022461,236.59999811649323,0.36192986369132996,465.2317900657654,175.31194949150085,0.9999975562095642,509.59175312519073,229.7771031856537,0.9999983310699463,475.4517201781273,298.5919488668442,0.0061411261558532715,411.33668851852417,213.76313161849976,1.0,481.6183776855469,260.2792706489563,0.9999998807907104,450.82100534439087,297.7932138442993,0.24688467383384705,380.8457506299019,263.6461617946625,1.0,446.5974352359772,289.80142188072205,0.9999999403953552,410.7950007915497,355.44747573137283,1.0,362.7507209777832,317.41808211803436,1.0,419.3237426877022,323.1215824484825,1.0
32,548.7396192550659,456.75216579437256,0.001111835241317749,511.6010994911194,331.92416428774595,1.0,541.5304034948349,280.4511504173279,0.0001792311668395996,517.4305208921432,297.1181356906891,0.00015407800674438477,525.9337283372879,148.537823677063,0.053671956062316895,537.2929682731628,235.59328365325928,0.16976013779640198,497.66264510154724,157.83955776691437,0.9999998807907104,527.8745288848877,216.12249732017517,0.9998810291290283,498.70367443561554,274.23686122894287,0.0025248825550079346,435.5414147078991,189.7266607284546,1.0,503.3430862426758,237.59535956382751,1.0,450.82100534439087,297.7932138442993,0.035605043172836304,400.02693796157837,242.50338554382324,1.0,462.83171796798706,261.4058710336685,1.0,425.10358572006226,335.70444655418396,1.0,377.7260456085205,293.3800811767578,1.0,432.3672561645508,297.124933719635,1.0
33,549.007251739502,456.64427638053894,0.00010383129119873047,511.6010994911194,331.92416428774595,1.0,529.7268762588501,302.05856800079346,0.00018677115440368652,508.0738634765148,311.67534589767456,5.379319190979004e-05,525.9337283372879,148.537823677063,0.08977669477462769,534.7310659885406,234.44304382801056,0.00018599629402160645,497.66264510154724,157.83955776691437,1.0,527.8745288848877,216.12249732017517,0.001080840826034546,498.70367443561554,270.3193974494934,0.00017651915550231934,435.5414147078991,189.7266607284546,1.0,503.3430862426758,237.59535956382751,1.0,454.83315873146057,297.7932138442993,0.004820704460144043,400.02693796157837,242.50338554382324,1.0,462.83171796798706,261.4058710336685,1.0,425.10358572006226,335.70444655418396,1.0,377.7260456085205,293.3800811767578,1.0,432.3672561645508,297.124933719635,1.0
34,548.7396192550659,456.64427638053894,0.0003859102725982666,511.6010994911194,331.92416428774595,1.0,529.7268762588501,302.05856800079346,0.00027754902839660645,508.0738634765148,311.67534589767456,4.00543212890625e-05,507.4315478205681,152.41335725784302,0.022703349590301514,534.7310659885406,234.44304382801056,0.0024790167808532715,497.66264510154724,157.83955776691437,1.0,527.8745288848877,216.12249732017517,0.0018596947193145752,498.70367443561554,270.3193974494934,0.0009765625,435.5414147078991,189.7266607284546,1.0,503.3430862426758,237.59535956382751,1.0,454.83315873146057,297.95303440093994,0.0006118118762969971,400.02693796157837,242.50338554382324,1.0,462.83171796798706,261.4058710336685,1.0,425.10358572006226,335.70444655418396,0.9999999403953552,377.7260456085205,293.3800811767578,1.0,432.3672561645508,297.124933719635,1.0
35,530.7666864395142,459.5425033569336,0.5207011103630066,499.9485437646508,348.29940363764763,0.9999998807907104,529.7268762588501,302.05856800079346,1.958012580871582e-05,508.0738634765148,311.67534589767456,4.51505184173584e-05,486.8610806465149,167.25170516967773,0.4379667341709137,515.8190638571978,249.8708782196045,0.9773890972137451,479.4152202606201,171.4191533923149,0.9999870657920837,525.6909701824188,226.2578171491623,0.9775899648666382,483.2282371520996,303.7218825817108,0.9788671731948853,418.1823879480362,208.3670358657837,1.0,487.12474298477173,254.2656135559082,0.9999990463256836,424.52261090278625,328.9465274810791,0.6918647289276123,384.01936864852905,259.6223602294922,1.0,451.1209782361984,289.63888716697693,1.0,410.2010533809662,352.99631333351135,1.0,362.5559673309326,314.2349615097046,1.0,423.31661105155945,322.7290270328522,1.0
36,530.7666864395142,466.6768516302109,0.9999999403953552,467.283777654171,367.5714387893677,0.9999992847442627,476.90265822410583,314.9625767469406,0.879057765007019,437.9706425666809,312.2359869480133,0.9999696612358093,445.7170044183731,196.1844313442707,0.999962568283081,515.8190638571978,249.8708782196045,0.7210120558738708,429.8917690515518,206.69161677360535,0.9999524354934692,478.41344952583313,252.5978347659111,0.9999051094055176,446.26704239845276,303.7218825817108,0.9217097759246826,372.8383701443672,249.58156156539917,1.0,459.97539741173387,275.5069457292557,0.9999995827674866,415.9470467567444,335.02855920791626,0.9991924166679382,345.0296721458435,300.0328359603882,1.0,411.76936180889606,330.5664134025574,0.9999997615814209,376.98582696914673,387.34251123666763,0.9999963045120239,327.2147002220154,358.7279601097107,1.0,389.02176690101624,359.6706075668335,1.0
37,505.9298014640808,476.17292669415474,0.9999998211860657,421.42236042022705,399.01142716407776,0.9999999403953552,414.25133085250854,343.7627773284912,0.9999992251396179,371.09415769577026,312.2359869480133,1.0,368.90248346328735,246.0807704925537,1.0,426.3210755586624,298.0990376472473,0.36110833287239075,347.35849809646606,271.3278498649597,0.9999942779541016,406.3865749835968,303.3031656742096,0.99997878074646,387.84509414434433,343.80040979385376,0.9998846054077148,317.641583442688,310.5141010284424,0.9999648332595825,389.1655584573746,331.3691029548645,0.9999921321868896,367.7118992805481,379.1783423423767,0.9999411106109619,297.7544651031494,359.1033227443695,1.0,362.8854172229767,374.6724364757538,0.9999998807907104,340.4863090515137,431.85775232315063,0.9990596771240234,293.3289213180542,413.033709526062,1.0,345.56227827072144,404.4622403681278,1.0
38,465.1113953590393,496.03183913230896,1.0,371.25467735528946,442.0139704942703,1.0,404.37235820293427,343.7627773284912,1.0,362.33328008651733,322.41745138168335,1.0,303.86314129829407,309.4910809993744,1.0,304.1496887207031,333.34581911563873,0.004858821630477905,274.2224566936493,341.72251176834106,0.9999998807907104,340.15128131210804,355.3991851210594,1.0,336.08927726745605,403.499964594841,0.7461612224578857,262.23758935928345,371.1818606853485,0.9999916553497314,327.45854449272156,389.35373294353485,0.9999995827674866,323.84668831527233,439.5211777687073,0.9948590993881226,259.65761917829514,423.2542927265167,1.0,313.90967416763306,431.4826877117157,0.9999996423721313,335.2498791217804,483.25114142894745,0.20309075713157654,261.9422689676285,474.3244094848633,1.0,307.87300615012646,461.1072219610214,1.0
39,424.8090043067932,520.8598895072937,1.0,329.7817006111145,491.5863294303417,0.9999991655349731,344.15549421310425,396.7916081547737,1.0,298.6007180213928,380.0288044847548,1.0,252.84326839447021,374.4522976875305,1.0,281.65332436561584,423.75002908706665,0.0004474222660064697,225.95298862457275,402.99969720840454,1.0,284.69817930459976,419.46581560373306,1.0,300.86754512786865,454.8044147491455,0.16658258438110352,216.63598680496216,457.29570388793945,1.0,281.325786113739,451.5371492803097,1.0,298.18527126312256,488.9054307937622,0.5311607122421265,226.7701711654663,495.4100284576416,1.0,284.31333351135254,486.3845934867859,1.0,306.1019207239151,503.2541160583496,7.444620132446289e-05,240.02392673492432,534.3301951885223,1.0,285.69786739349365,518.8237748146057,1.0
40,391.4860095977783,548.7590293288231,1.0,304.215633392334,530.3920423984528,0.9999991655349731,304.5199785232544,447.6667056083679,1.0,262.6273994445801,436.82923698425293,1.0,207.3087921142578,433.2396740913391,1.0,265.06357622146606,466.7338445186615,0.209243506193161,191.57022213935852,461.20761585235596,1.0,245.94053864479065,470.2609920501709,1.0,263.7225830554962,503.83830165863037,0.8397831916809082,190.5085813999176,512.0171375274658,1.0,248.96257543563843,504.36706495285034,1.0,272.56653809547424,536.1989138126373,0.764294445514679,207.18732833862305,547.546501159668,1.0,257.39178371429443,535.0756285190582,1.0,279.89564180374146,580.5295316576958,0.08062434196472168,222.03337574005127,585.433075428009,1.0,263.6842532157898,567.2094151973724,1.0
41,369.81676149368286,571.7786170244217,1.0,285.11704647541046,560.1169679164886,0.9999998211860657,278.1300804615021,481.402126789093,1.0,232.52565670013428,469.67808628082275,1.0,176.2319884300232,471.3540561199188,1.0,242.83859515190125,498.7244573831558,0.9999991655349731,172.78753089904785,502.06048250198364,1.0,217.48315572738647,506.91745710372925,1.0,241.26615691184998,531.6821469068527,0.9999964237213135,172.8386235833168,547.0591907501221,1.0,223.8687345981598,538.5422004461288,0.9999999403953552,251.8281578272581,568.2144458293915,0.9986568689346313,191.958735704422,580.1163845062256,1.0,235.54492616653442,564.7130063176155,1.0,264.655969619751,608.9748549461365,0.9968141913414001,207.0567660331726,616.8119163513184,1.0,244.13464485108852,597.9548149108887,1.0
42,352.3374056816101,588.4811016917229,1.0,273.44632148742676,577.0406930446625,0.9999999403953552,263.1084716320038,501.7896081209183,1.0,217.6006474494934,489.14056491851807,1.0,162.11442279815674,492.45207023620605,1.0,229.65000593662262,518.2798244953156,0.9999999403953552,161.96813440322876,523.7258591651917,1.0,202.54921865463257,526.7890453338623,1.0,227.36186331510544,550.4479489326477,0.9999994039535522,160.45664429664612,566.1541242599487,1.0,208.11014032363892,558.6592445373535,1.0,237.75925076007843,588.1485984027386,0.9998908042907715,182.25934171676636,600.410126209259,1.0,220.5353763103485,584.9776830673218,1.0,250.3821450471878,625.3445913791656,0.9999532699584961,194.01629400253296,633.8996834754944,1.0,229.51563835144043,615.7480683326721,1.0
43,340.98229920864105,598.3435635566711,1.0,268.0731024816632,587.1116719245911,0.9999999403953552,256.59262228012085,511.76825308799744,1.0,209.18121528625488,494.63445377349854,1.0,153.4326138496399,501.75135803222656,1.0,218.92264366149902,524.9883615970612,1.0,152.96526765823364,528.004575252533,1.0,193.59522676467896,537.5463252067566,1.0,219.97523402050138,562.5573589801788,1.0,154.40356194972992,571.9625916481018,1.0,196.6895827651024,567.9061670303345,1.0,228.17872241139412,596.5202378034592,1.0,177.50297117233276,609.943769454956,1.0,212.01042647100985,592.047235250473,1.0,243.92706760764122,633.3968510627747,1.0,190.35658836364746,643.2953386306763,1.0,220.58152306079865,625.8293871879578,1.0
44,338.8446570634842,598.3435635566711,1.0,267.7658675760031,587.1116719245911,1.0,256.59262228012085,511.76825308799744,1.0,207.7214379310608,494.63445377349854,1.0,152.7910828590393,501.75135803222656,1.0,218.92264366149902,524.9883615970612,1.0,152.64553308486938,528.004575252533,1.0,193.15322923660278,537.5463252067566,1.0,218.36573314666748,562.5573589801788,1.0,153.10240650177002,571.9625916481018,1.0,194.6263142824173,567.9061670303345,1.0,226.24653494358063,596.5202378034592,1.0,176.1320252418518,609.943769454956,1.0,210.3312715291977,592.047235250473,1.0,240.8800630569458,633.3968510627747,1.0,187.8597388267517,643.2953386306763,1.0,217.7217173576355,625.8293871879578,1.0
45,338.8446570634842,598.3435635566711,1.0,267.7658675760031,587.1116719245911,1.0,256.59262228012085,511.76825308799744,1.0,207.7214379310608,494.63445377349854,1.0,152.7910828590393,501.75135803222656,1.0,218.92264366149902,524.9883615970612,1.0,152.64553308486938,528.004575252533,1.0,193.15322923660278,537.5463252067566,1.0,218.36573314666748,562.5573589801788,1.0,153.10240650177002,571.9625916481018,1.0,194.6263142824173,567.9061670303345,1.0,226.24653494358063,596.5202378034592,1.0,176.1320252418518,609.943769454956,1.0,210.15793299674988,592.047235250473,1.0,240.8800630569458,633.3968510627747,1.0,187.8597388267517,643.2953386306763,1.0,217.7217173576355,625.8293871879578,1.0
46,338.8446570634842,598.2717206478119,1.0,267.7658675760031,585.6520981788635,1.0,257.8338179588318,508.6980228424072,1.0,207.7214379310608,490.90374279022217,1.0,152.7910828590393,496.9466257095337,1.0,219.15737652778625,521.1893012523651,1.0,152.64553308486938,524.4937152862549,1.0,193.15322923660278,533.1614521741867,1.0,218.36573314666748,559.6428005695343,0.9999999403953552,153.10240650177002,568.6801509857178,1.0,194.6263142824173,564.201807975769,1.0,226.24653494358063,592.9676403999329,1.0,176.1320252418518,606.4867134094238,1.0,210.15793299674988,588.1267454475164,1.0,240.8800630569458,631.2014737129211,1.0,187.8597388267517,639.6731851100922,1.0,217.7217173576355,622.342321395874,1.0
47,347.3250557780266,590.664698600769,1.0,269.7379003763199,579.0348116755486,1.0,260.6795301437378,504.5068778991699,1.0,211.6647448539734,487.9667932987213,1.0,155.1388077735901,491.6536068916321,1.0,224.33194303512573,517.0088735818863,1.0,157.2978916168213,521.4980373382568,1.0,195.3286337852478,527.4825086593628,1.0,221.2924929857254,552.3919577598572,1.0,156.03394523635507,563.6770277023315,1.0,198.24960684776306,558.7289175987244,1.0,229.13112711906433,588.3556175231934,1.0,177.88234758377075,599.7098388671875,1.0,210.3312715291977,588.0658222213387,1.0,243.7650794237852,626.133713722229,1.0,188.64552408456802,633.480188369751,1.0,219.59627988934517,618.9758620262146,1.0
48,352.08345079421997,585.8561940193176,1.0,273.26651310920715,572.7178883552551,1.0,265.74343395233154,497.87634563446045,1.0,216.88350868225098,481.6732974052429,1.0,161.12391328811646,483.31490325927734,1.0,227.57883548736572,510.5764858722687,1.0,161.97157621383667,515.0008692741394,1.0,198.77555775642395,521.5416812896729,1.0,225.912926197052,546.7365274429321,1.0,160.01669216156006,556.6273050308228,1.0,201.71015405654907,551.8059456348419,1.0,232.08679914474487,583.3996844291687,1.0,181.2975356578827,592.669273853302,1.0,213.35280454158783,582.3422558307648,1.0,247.6035521030426,620.6488577723503,1.0,190.87417030334473,627.1943926811218,1.0,222.4375696182251,612.772209584713,1.0
49,358.099666595459,579.1134716868401,1.0,279.078332901001,563.1125521659851,1.0,272.7787070274353,488.2823987007141,1.0,226.82246589660645,473.04532957077026,1.0,169.1781759262085,470.31639099121094,1.0,235.83085139095783,500.95086896419525,1.0,168.22312021255493,501.8652620315552,1.0,203.89769792556763,509.35155844688416,1.0,229.7868413925171,534.7341849803925,1.0,163.62737464904785,545.173933506012,1.0,207.5236222743988,541.7963426113129,1.0,236.52846240997314,574.1361885070801,0.9999992847442627,185.26818990707397,581.3369410037994,1.0,217.62053728103638,571.609505623579,1.0,251.67296680808067,610.7964144945145,0.9999997019767761,195.0130171775818,616.353419303894,1.0,226.145170211792,602.8567223548889,1.0
50,366.48337411880493,570.2152214050293,1.0,285.0636053085327,547.0979287028313,1.0,283.4972701072693,470.45840096473694,1.0,238.7601718902588,454.3663742542267,1.0,182.96665120124817,443.67928743362427,1.0,245.71282064914703,484.57432240247726,0.9999999403953552,176.94657564163208,475.86739587783813,1.0,212.23465609550476,485.44302928447723,1.0,239.73385858535767,515.5437021255493,0.9999959468841553,169.29063940048218,521.757978439331,1.0,213.22666954994202,519.6173839569092,1.0,242.54196441173553,553.8399753570557,0.9999998211860657,188.6958122253418,559.3426961898804,1.0,223.34982466697693,553.8723254203796,1.0,255.30983209609985,592.6310904026031,0.9999982714653015,198.084214925766,597.1519393920898,1.0,230.2271282672882,584.3939085006714,1.0
51,378.45481634140015,555.0445830225945,1.0,294.5345754623413,518.181976556778,1.0,300.8353850245476,442.74142932891846,1.0,257.9868149757385,423.19923067092896,1.0,204.39413687586784,404.83529567718506,1.0,258.4243748188019,454.98875069618225,0.9999942183494568,192.64234256744385,434.2127170562744,1.0,231.14939093589783,451.25961434841156,1.0,250.02989029884338,483.86848297715187,0.9999876022338867,180.28550752997398,480.69663190841675,1.0,227.47876822948456,485.02892458438873,0.9999995231628418,250.23299908638,525.4723432064056,0.999969482421875,194.01376247406006,525.7822549343109,1.0,232.58753108978271,522.9864084720612,0.9999999403953552,257.0392894744873,562.0462989807129,0.9999892711639404,203.8694829940796,565.9265596866608,1.0,237.23099184036255,554.9758522510529,1.0
52,396.99629163742065,537.8136973381042,1.0,311.816312789917,487.37420654296875,1.0,326.6341121196747,409.1006565093994,1.0,282.80270290374756,384.4812607765198,1.0,232.42622327804565,358.44336223602295,1.0,278.64788699150085,417.1450672149658,0.9999955296516418,215.72743916511536,389.10933804512024,1.0,259.33269530534744,412.0116055877879,0.999999463558197,269.0358349084854,443.64815506339073,0.9999911785125732,198.61399054527283,436.84330946207047,1.0,248.7236680984497,444.75626891851425,0.9999346733093262,262.87719345092773,486.56709575653076,0.9998659491539001,204.96372306346893,481.32946491241455,1.0,247.23543787002563,487.60749340057373,1.0,261.987229347229,527.5684742927551,0.9848676323890686,212.9381912946701,524.5403289794922,1.0,248.4096555709839,515.6930536031723,1.0
53,417.65941429138184,522.4953145980835,1.0,333.83336222171783,453.03477573394775,1.0,361.34394931793213,370.84908747673035,1.0,322.36695432662964,345.071044921875,1.0,270.2692222595215,309.6335554122925,1.0,310.28084421157837,373.8154448270798,0.9981011152267456,247.88552927970886,338.35344791412354,1.0,290.2591862678528,371.16599172353745,1.0,291.55466014146805,403.8347427099943,0.7689907550811768,226.39342164993286,376.62418699264526,1.0,276.012917842716,401.96189641952515,1.0,284.47621831297874,447.9333176612854,0.765082597732544,221.646586894989,436.54937171936035,1.0,271.88738226890564,443.3730549812317,1.0,271.390287399292,490.4708639383316,0.01413610577583313,222.95267271995544,482.7037396430969,1.0,267.0462939143181,472.4179439544678,1.0
54,441.2460083961487,506.99310517311096,1.0,359.13987946510315,422.95305728912354,1.0,400.43464374542236,342.03562664985657,1.0,364.2327651530504,310.34090304374695,1.0,309.48063683509827,267.6876902580261,0.9999997615814209,346.5643229484558,333.39262568950653,0.9935209155082703,288.7263870239258,285.0664978027344,0.9999946355819702,329.52852392196655,332.095683157444,0.9999998807907104,321.1448504924774,375.7684111595154,0.5553079843521118,252.96110272407532,330.0561866760254,1.0,313.4387683868408,370.1939363479614,1.0,309.4460871219635,409.90379524230957,0.9905728101730347,241.38847994804382,387.08607816696167,1.0,301.8945846557617,406.21202754974365,1.0,288.0402398109436,456.62027406692505,0.8992912769317627,241.80569052696228,438.3503942489624,1.0,289.81552505493164,434.73504531383514,1.0
55,464.46348237991333,491.12505853176117,1.0,387.87821052223444,394.9819675683975,1.0,439.343487739563,316.8660460114479,1.0,411.60055327415466,280.1304521560669,1.0,363.0658880472183,224.4314193725586,1.0,388.5445827245712,305.3690872192383,0.026175886392593384,329.57102370262146,242.92704033851624,0.9999983310699463,370.62005043029785,294.98747277259827,1.0,351.540274143219,344.0099275112152,0.41682007908821106,285.9912656545639,287.13639402389526,1.0,350.3491485118866,336.07571363449097,1.0,337.8867230415344,378.13002383708954,0.9834868907928467,264.48917388916016,343.9235723018646,1.0,332.81842041015625,373.54888594150543,1.0,303.67013025283813,424.40344500541687,0.9999834299087524,257.497371673584,401.1432132720947,1.0,311.6215133666992,402.51120615005493,1.0
